Blastx evalue	Query ID	Protein Description	Count	Taxonomy	Tax ID	Rep ID	Target	Chromosome	UGA-SECIS	Free Energy
2e-43	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_6 Strand: -	464	-22.2
2e-43	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_7 Strand: -	464	-22.2
1e-43	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_183 Strand: -	464	-22.2
2e-32	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_6 Strand: +	320	-25.4
2e-32	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_7 Strand: -	320	-25.4
1e-36	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_8 Strand: -	426	-32.9
1e-36	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_103 Strand: +	426	-32.9
6e-57	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_3 Strand: -	508	-15.7
6e-57	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_74 Strand: -	508	-15.7
5e-12	lcl|UniRef50_A0A6J0TRQ8	selenoprotein F	n=14	Tax=Sauria	TaxID=32561	RepID=A0A6J0TRQ8_9SAUR	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_7 Strand: +	283	-18.7
5e-12	lcl|UniRef50_A0A6J0TRQ8	selenoprotein F	n=14	Tax=Sauria	TaxID=32561	RepID=A0A6J0TRQ8_9SAUR	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_6 Strand: +	281	-14.2
2e-36	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_8 Strand: +	420	-23.9
4e-41	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_213 Strand: -	420	-23.9
e-134	lcl|UniRef50_Q9Z0J5-2	Isoform 2 of Thioredoxin reductase 2, mitochondrial	n=298	Tax=Euteleostomi	TaxID=117571	RepID=Q9Z0J5-2	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_6 Strand: -	145	-20.6
e-134	lcl|UniRef50_Q9Z0J5-2	Isoform 2 of Thioredoxin reductase 2, mitochondrial	n=298	Tax=Euteleostomi	TaxID=117571	RepID=Q9Z0J5-2	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_7 Strand: +	145	-20.6
2e-28	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_44 Strand: +	489	-23.9
2e-28	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_45 Strand: -	490	-21.2
4e-06	lcl|UniRef50_A8E0R8	Thioredoxin-glutathione reductase	n=6	Tax=Digenea	TaxID=6179	RepID=A8E0R8_FASHE	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_29 Strand: -	328	-30.4
4e-06	lcl|UniRef50_A8E0R8	Thioredoxin-glutathione reductase	n=6	Tax=Digenea	TaxID=6179	RepID=A8E0R8_FASHE	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_98 Strand: -	328	-30.4
2e-27	lcl|UniRef50_A0A1S3H5G1	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3H5G1_LINUN	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_31 Strand: +	397	-11.5
2e-27	lcl|UniRef50_A0A1S3H5G1	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3H5G1_LINUN	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_35 Strand: -	397	-11.5
1e-19	lcl|UniRef50_D8LCS4	Selenoprotein W	n=1	Tax=Ectocarpus	TaxID=2880	RepID=D8LCS4_ECTSI	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_16 Strand: -	302	-16.0
1e-19	lcl|UniRef50_D8LCS4	Selenoprotein W	n=1	Tax=Ectocarpus	TaxID=2880	RepID=D8LCS4_ECTSI	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_17 Strand: -	302	-16.0
1e-19	lcl|UniRef50_D8LCS4	Selenoprotein W	n=1	Tax=Ectocarpus	TaxID=2880	RepID=D8LCS4_ECTSI	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_18 Strand: -	302	-16.0
1e-19	lcl|UniRef50_D8LCS4	Selenoprotein W	n=1	Tax=Ectocarpus	TaxID=2880	RepID=D8LCS4_ECTSI	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_19 Strand: -	302	-16.0
4e-54	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_31 Strand: -	573	-14.8
4e-54	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Pavlova_pinguis_var_AC96_RCC1539.mainGenome.fasta	scaffold_35 Strand: +	573	-14.8
3e-46	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_424 Strand: -	129	-27.3
3e-46	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_426 Strand: -	129	-27.3
3e-15	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_55 Strand: -	502	-29.1
3e-15	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_59 Strand: -	502	-29.1
3e-15	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_175 Strand: -	502	-29.1
4e-12	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1851 Strand: +	652	-27.6
5e-16	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1421 Strand: +	501	-27.4
5e-16	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1952 Strand: -	501	-27.4
5e-16	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_3148 Strand: +	502	-27.4
5e-16	lcl|UniRef50_V5UVG3	Iodothyronine deiodinase (Fragment)	n=6	Tax=Euteleostomi	TaxID=117571	RepID=V5UVG3_PIMPR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_3149 Strand: +	502	-27.4
4e-14	lcl|UniRef50_UPI00106A0858	type I iodothyronine deiodinase-like	n=1	Tax=Dendronephthya	TaxID=151771	RepID=UPI00106A0858	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_3081 Strand: +	715	-20.8
1e-26	lcl|UniRef50_A0A293NCH6	Glutathione peroxidase	n=73	Tax=root	TaxID=1	RepID=A0A293NCH6_9GAMM	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_207 Strand: -	407	-23.4
1e-26	lcl|UniRef50_A0A293NCH6	Glutathione peroxidase	n=73	Tax=root	TaxID=1	RepID=A0A293NCH6_9GAMM	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_208 Strand: -	407	-23.4
1e-26	lcl|UniRef50_A0A293NCH6	Glutathione peroxidase	n=73	Tax=root	TaxID=1	RepID=A0A293NCH6_9GAMM	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_265 Strand: +	407	-23.4
1e-26	lcl|UniRef50_A0A293NCH6	Glutathione peroxidase	n=73	Tax=root	TaxID=1	RepID=A0A293NCH6_9GAMM	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_266 Strand: +	407	-23.4
3e-51	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_576 Strand: +	737	-33.9
3e-51	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1906 Strand: +	737	-33.9
8e-51	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_5157 Strand: +	737	-33.9
8e-51	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_5158 Strand: +	737	-33.9
3e-15	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_3230 Strand: +	455	-28.3
2e-15	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_5588 Strand: -	456	-28.3
9e-05	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_4050 Strand: +	282	-27.0
9e-05	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_4052 Strand: +	282	-27.0
9e-05	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_7307 Strand: +	282	-27.0
9e-05	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_7308 Strand: +	282	-27.0
3e-34	lcl|UniRef50_UPI000C765B6A	glutathione peroxidase 2-like	n=1	Tax=Eurytemora	TaxID=88015	RepID=UPI000C765B6A	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_2566 Strand: +	700	-13.7
3e-34	lcl|UniRef50_UPI000C765B6A	glutathione peroxidase 2-like	n=1	Tax=Eurytemora	TaxID=88015	RepID=UPI000C765B6A	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_6747 Strand: -	700	-13.7
6e-10	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_2720 Strand: -	368	-19.5
6e-10	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_2721 Strand: -	368	-19.5
6e-10	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_4261 Strand: +	368	-19.5
6e-10	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_4262 Strand: +	368	-19.5
2e-16	lcl|UniRef50_A0A6J1VY73	Glutathione peroxidase	n=4	Tax=Bilateria	TaxID=33213	RepID=A0A6J1VY73_9SAUR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_274 Strand: -	677	-20.4
2e-16	lcl|UniRef50_A0A6J1VY73	Glutathione peroxidase	n=4	Tax=Bilateria	TaxID=33213	RepID=A0A6J1VY73_9SAUR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_5037 Strand: +	681	-20.4
1e-25	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_82 Strand: -	582	-16.6
1e-25	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_83 Strand: -	582	-16.6
3e-24	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_2279 Strand: -	582	-16.6
3e-24	lcl|UniRef50_F0YFW7	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YFW7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_2280 Strand: -	582	-16.6
3e-46	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1622 Strand: -	129	-26.7
3e-46	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1623 Strand: -	129	-26.7
2e-06	lcl|UniRef50_Q16881	Thioredoxin reductase 1, cytoplasmic	n=89	Tax=Amniota	TaxID=32524	RepID=TRXR1_HUMAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1494 Strand: -	306	-23.0
2e-06	lcl|UniRef50_Q16881	Thioredoxin reductase 1, cytoplasmic	n=89	Tax=Amniota	TaxID=32524	RepID=TRXR1_HUMAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1495 Strand: -	306	-23.0
2e-06	lcl|UniRef50_Q16881	Thioredoxin reductase 1, cytoplasmic	n=89	Tax=Amniota	TaxID=32524	RepID=TRXR1_HUMAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_3840 Strand: -	306	-23.0
2e-06	lcl|UniRef50_Q16881	Thioredoxin reductase 1, cytoplasmic	n=89	Tax=Amniota	TaxID=32524	RepID=TRXR1_HUMAN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_3841 Strand: -	306	-23.0
6e-06	lcl|UniRef50_A0A496APY7	Selenoprotein	n=2	Tax=Candidatus	TaxID=2026781	RepID=A0A496APY7_9BACT	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_155 Strand: +	321	-32.6
6e-06	lcl|UniRef50_A0A496APY7	Selenoprotein	n=2	Tax=Candidatus	TaxID=2026781	RepID=A0A496APY7_9BACT	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_359 Strand: +	321	-32.6
1e-06	lcl|UniRef50_A0A496APY7	Selenoprotein	n=2	Tax=Candidatus	TaxID=2026781	RepID=A0A496APY7_9BACT	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_7533 Strand: -	321	-32.6
1e-06	lcl|UniRef50_A0A496APY7	Selenoprotein	n=2	Tax=Candidatus	TaxID=2026781	RepID=A0A496APY7_9BACT	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_7534 Strand: -	321	-32.6
2e-16	lcl|UniRef50_A0A1S3H5G1	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3H5G1_LINUN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_183 Strand: +	614	-16.4
2e-16	lcl|UniRef50_A0A1S3H5G1	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3H5G1_LINUN	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_4176 Strand: -	614	-16.4
1e-12	lcl|UniRef50_A0A2N5K1H7	Peroxiredoxin (Fragment)	n=3	Tax=Bacteria	TaxID=2	RepID=A0A2N5K1H7_9CHLR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1112 Strand: -	530	-33.2
1e-12	lcl|UniRef50_A0A2N5K1H7	Peroxiredoxin (Fragment)	n=3	Tax=Bacteria	TaxID=2	RepID=A0A2N5K1H7_9CHLR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_1113 Strand: -	530	-33.2
1e-12	lcl|UniRef50_A0A2N5K1H7	Peroxiredoxin (Fragment)	n=3	Tax=Bacteria	TaxID=2	RepID=A0A2N5K1H7_9CHLR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_5893 Strand: +	530	-33.2
1e-12	lcl|UniRef50_A0A2N5K1H7	Peroxiredoxin (Fragment)	n=3	Tax=Bacteria	TaxID=2	RepID=A0A2N5K1H7_9CHLR	Syracosphaera_pulchra_var_2876.mainGenome.fasta	scaffold_5894 Strand: +	530	-33.2
1e-47	lcl|UniRef50_A0A6P8IP98	Glutathione peroxidase	n=4	Tax=Eukaryota	TaxID=2759	RepID=A0A6P8IP98_ACTTE	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_72 Strand: -	516	-28.3
2e-11	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_144 Strand: +	438	-30.2
4e-04	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_114 Strand: +	62	-28.2
e-116	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_125 Strand: -	81	-30.3
1e-50	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_1 Strand: -	109	-26.5
3e-22	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_390 Strand: -	442	-26.0
2e-78	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_116 Strand: +	569	-23.8
7e-15	lcl|UniRef50_A0A2W4HUN7	Peptide methionine sulfoxide reductase MsrA	n=1	Tax=Candidatus	TaxID=2052166	RepID=A0A2W4HUN7_9BACT	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_354 Strand: +	608	-15.9
7e-08	lcl|UniRef50_L7WGA7	Type II iodothyronine deiodinase	n=21	Tax=Vertebrata	TaxID=7742	RepID=IOD2_PETMA	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_19 Strand: -	476	-22.4
5e-25	lcl|UniRef50_A0A3M2ATG8	Peptide methionine sulfoxide reductase MsrA	n=21	Tax=cellular	TaxID=131567	RepID=A0A3M2ATG8_9BACT	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_320 Strand: +	552	-24.3
1e-09	lcl|UniRef50_A0A1S3H6N6	selenoprotein M-like	n=10	Tax=Protostomia	TaxID=33317	RepID=A0A1S3H6N6_LINUN	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_53 Strand: +	569	-39.8
3e-17	lcl|UniRef50_F0YKK3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YKK3_AURAN	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_107 Strand: -	357	-24.7
4e-39	lcl|UniRef50_Q0BZB3	Selenoprotein	n=3	Tax=Hyphomonas	TaxID=85	RepID=Q0BZB3_HYPNA	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_565 Strand: -	619	-21.2
1e-20	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_339 Strand: -	863	-18.1
8e-52	lcl|UniRef50_UPI000C765B6A	glutathione peroxidase 2-like	n=1	Tax=Eurytemora	TaxID=88015	RepID=UPI000C765B6A	Dicrateria_rotunda_var_Malina_E25_N2_P19_B4_RC2298.mainGenome.fasta	scaffold_6 Strand: -	563	-26.7
1e-22	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_5 Strand: +	108	-32.1
1e-22	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_151 Strand: -	108	-32.1
4e-08	lcl|UniRef50_L7WGA7	Type II iodothyronine deiodinase	n=21	Tax=Vertebrata	TaxID=7742	RepID=IOD2_PETMA	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_117 Strand: -	452	-20.4
4e-08	lcl|UniRef50_L7WGA7	Type II iodothyronine deiodinase	n=21	Tax=Vertebrata	TaxID=7742	RepID=IOD2_PETMA	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_121 Strand: -	452	-20.4
5e-36	lcl|UniRef50_F0YD35	Selenoprotein	n=3	Tax=Stramenopiles	TaxID=33634	RepID=F0YD35_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_22 Strand: -	561	-23.9
5e-36	lcl|UniRef50_F0YD35	Selenoprotein	n=3	Tax=Stramenopiles	TaxID=33634	RepID=F0YD35_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_400 Strand: +	561	-23.9
3e-19	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_30 Strand: -	259	-15.9
3e-19	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_270 Strand: -	259	-15.9
1e-26	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_1 Strand: -	192	-16.6
1e-26	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_50 Strand: -	192	-16.6
1e-26	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_144 Strand: +	192	-16.6
1e-16	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_23 Strand: -	746	-13.7
